CompID	MZ	Time	isotopes	adduct	pcgroup	name	fold	tstat	pvalue	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	bio	blank	200825_001_scan049_I	200825_002_scan034_I	200825_003_scan011_I	200825_004_scan015_I	200825_005_scan017_I	200825_006_scan021_I	200825_007_scan021_I	200825_008_scan025_I	200825_009_scan020_I	200825_010_scan016_I	200825_011_scan020_I	200825_012_scan017_I	200825_013_scan013_I	200825_014_scan019_I	200825_015_scan017_I	200825_016_scan015_I	200825_017_scan015_I	200825_018_scan018_I	200825_019_scan022_I	200825_020_scan020_I	200825_021_scan013_I	200825_022_scan014_I	200825_023_scan021_I	200825_024_scan013_I	200825_025_scan014_I	200825_026_scan011_I	200825_027_scan013_I	200825_028_scan019_I	200825_029_scan019_I
1	78.964	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17979.6621	24652.82282	24491.47449	17516.25343	13856.84531	11587.87109	9323.99232	11447.76906	14481.11081	9194.487109	14098.49314	11266.0757	10368.91607	14594.87438	15057.26495	10332.79484	9734.324739	10087.35546	8942.172244	10039.88755	8482.715304	8841.375754	8155.888645	8642.78113	10287.04279	10493.39057	13588.07625	15379.68075	13821.20241
2	79.963	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1022.666303	8071.228837	17904.81868	15299.49153	2752.80994	26487.05079	3629.112507	2384.837794	8078.179137	2535.693064	18255.85527	4921.792463	4677.238667	14031.02403	7887.119061	2620.450573	4618.209175	2294.546696	3960.785363	1700.268159	6872.64828	2370.473512	3288.553796	2123.277444	16026.37575	3086.561442	10380.58274	17905.09667	1852.044784
3	80.971	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1865.448537	3763.276273	5796.242145	5729.658722	5144.939328	8639.856446	4218.705309	3173.617551	7155.059588	3452.73727	8350.992416	4996.763814	7573.013543	10124.05255	7433.290358	3751.869447	5196.304442	3578.467497	4986.967497	3763.087757	10026.85807	2364.73402	5208.553088	2448.879198	6391.592633	4297.996208	6803.365114	3402.023294	1758.268147
4	89.031	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21027.6608	34963.83273	17469.62351	25460.85914	14965.78353	21086.05697	19736.10979	11440.83584	23692.1217	15591.82548	19163.58105	18525.41481	21373.41119	27388.46867	18653.12532	15725.68617	14220.08959	5938.986018	21672.32677	14303.72398	20067.67323	11763.37752	16438.63231	7770.253755	35056.00466	24579.76644	29291.59399	15222.50285	13796.41378
5	96.016	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12076.98406	10811.3727	9288.413054	8286.041854	10225.59492	11110	10002.34479	6277.984056	11740.97857	12164.36821	13274.21824	9257.683607	13015.12008	12669.07623	8936.189836	8605.752865	8847.886398	6057.465869	12974.41405	10942.24016	12963.30892	7342.493772	10296.43099	8338.724963	14811.55257	11158.14699	11412.17638	10384.96413	7678.838067
6	96.966	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3213.137041	23762.67726	60419.48262	39607.04767	2729.166832	72140.12214	3979.173784	2055.468719	13931.00099	3643.423039	47445.67329	6233.114201	6421.900695	28192.96723	9064.65144	4596.28997	4427.926514	1059.90864	3808.748759	2783.932473	6016.760675	2359.393247	3535.564052	2322.519364	37387.76663	4378.679245	21439.80933	66726.78252	1752.721946
7	98.031	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7441.050271	9149.396747	8298.786102	7135.347462	8174.306555	9240.462297	6624.85313	4590.731395	7304.563332	6855.296205	8670.58206	6593.696895	7467.716116	8652.65796	5436.685559	4776.893544	5232.891079	3743.0276	6169.978314	4666.364712	6050.148349	6158.775752	6238.374569	4469.831937	9146.223263	5782.231148	6789.977822	10488.92854	5278.534253
8	99.026	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6765.413997	4285.086742	3908.62346	3312.011336	6102.699852	3064.114835	4526.998521	4963.864958	3951.421883	5374.961557	2960.980779	4234.83243	5691.678659	4358.930015	3986.349433	3290.080335	4954.171513	3868.984722	4589.355347	5721.969936	4185.908822	3877.528832	5093.365697	4076.591917	3223.33169	3980.040414	4381.487925	2203.879251	4424.097585
9	106.988	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3431.320132	2566.445545	7804.768977	6675.016502	9636.155116	12298.38284	9544.643564	5667.722772	12062.43234	7374.445545	10939.52475	9646.874587	14030.59736	12020.93399	14631.79208	8494.280528	8424.561056	11450.14521	10521.48185	7961.518152	15433.88119	9290.188119	11048.24422	10814.75248	9513.013201	6877.894389	10367.78548	2989.349835	4558.135314
10	109.048	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7535.187266	6942.101592	4977.871255	5316.851124	10146.74391	5017.57912	6174.960674	5362.091292	4974.720506	6773.054775	5105.748596	6731.933521	10237.62313	5434.583333	6170.838015	5427.947097	4886.529963	3527.809457	4948.184925	5901.577715	4211.151217	5401.440543	6175.215824	5152.000468	4184.886704	5632.160112	5349.192416	3950.317416	4823.855337
11	110.032	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5509.345149	5185.346549	4008.810168	4121.421642	5093.660914	2902.965019	4278.502799	4100.625	4408.322295	4894.996735	3467.977146	4454.127332	5954.616604	4119.185634	3348.183769	3414.005597	4465.668843	3563.865205	3993.868004	4093.79291	3881.370336	4889.686567	5794.710354	3164.581623	4011.222481	3793.913246	3269.797108	3391.089086	3674.28125
12	110.984	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	821.3469199	5007.643817	8750.165817	6067.120426	684.1556276	10155.60769	1114.490505	1061.146827	2904.89069	1253.108847	7325.92126	1496.231589	1351.430292	4108.918481	1798.342288	1048.507642	1290.153775	355.890227	1338.813803	1040.401575	1448.58453	629.7081982	1531.218157	748.7633163	5715.849004	1510.954609	4117.019917	10757.68643	1162.261232
13	113.043	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8638.926214	7397.140238	5099.926214	5782.585243	10336.989	5178.526581	7682.348763	5682.774519	7606.799267	7932.679193	6294.613657	7516.715857	9159.10495	6663.078368	7138.082493	5937.530706	6272.019707	4290.615949	7464.408341	6831.807058	6597.605408	7737.820807	8339.730981	6495.802016	5944.776352	5634.618698	5604.406508	3682.026581	5312.468836
14	117.028	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1243.148649	5008.423423	4991.574775	3752.289189	1308.153153	2066.952252	1458.476577	656.5324324	3682.953153	1735.627027	2895.371171	1607.511712	1555.069369	3249.016216	2247.167568	1250.077477	1413.68018	635.1792793	1456.627027	1051.283784	2143.476577	1200.093694	1615.994595	1113.478378	3426.153153	1861.353153	4258.227027	3518.735135	1641.87027
15	122.993	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12090.19525	9639.494283	11551.60334	7865.127529	9538.278804	5226.644679	6073.471416	6227.423923	7553.62533	6576.184697	4908.246262	6812.802111	6675.431838	6640.719437	8364.843448	8287.66051	7010.75022	6775.378188	6255.156552	8234.554969	7376.273527	7014.405453	4925.692172	6313.072999	6609.456464	4035.245383	6029.298153	5930.400176	8264.335972
16	123.064	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6593.932921	5280.821712	3735.811562	3521.492498	5793.294351	3295.762577	4917.565313	5283.637688	4219.575022	4510.561783	3838.992939	3980.997352	5591.205649	4367.374669	3357.720212	3381.27714	3771.139011	3873.617829	3508.404678	4076.590468	4609.605031	4726.015887	4712.605913	3381.713592	3776.328332	3642.067079	3169.134598	3120.403354	5061.156664
17	124.015	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14872.76808	7116.224463	35386.6769	19018.22753	29076.91933	39596.96975	32572.968	22489.56554	27483.4897	21874.10916	23492.39807	22655.15476	38855.86409	25881.93468	49177.15783	18136.06401	21091.43183	35215.36519	32992.60105	18660.726	50801.57519	23625.22972	25111.05129	39167.65454	19710.70627	16948.82025	33176.79044	7143.988163	5481.015783
18	124.049	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6736.156004	4613.531113	4841.765118	3051.755478	6234.286591	4471.790535	4619.624014	3428.746713	5089.31376	4587.51709	4546.943909	3669.71078	6400.69851	3218.2156	4632.563541	4263.257669	4608.689746	4400.858019	5259.966696	4237.188431	4563.385627	5035.022787	6680.960561	4139.212095	3378.623138	4429.425942	4026.351446	2791.743208	4184.74759
19	125.044	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8586.990826	4796.140236	4559.448231	4210.197903	6773.933159	3714.543906	4829.441678	4670.975098	5351.21232	5714.296199	3237.618611	5489.334207	6607.243775	5309.773263	5045.718218	5035.073394	5057.272608	4976.968545	5115.800786	5114.444299	5124.650066	7030.292267	4955.058978	5718.93578	4710.712975	5371.146789	4614.706422	3162.519004	4812.479685
20	127.058	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52694.24275	27066.8611	20025.61359	22624.50627	56489.14756	23773.30376	37638.59412	33932.8161	27823.16833	44247.6071	23547.80009	30507.60061	51598.8148	26752.19039	26887.25487	27110.33103	26968.38165	28810.3942	31660.19126	35355.68152	28000.71311	36363.92384	34352.04111	33819.57421	19220.55128	32781.72177	21464.0238	17125.2116	31098.10601
21	128.043	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	113888.2725	142138.9866	66703.03364	82058.63993	92401.0815	76464.11169	74801.5373	36969.21259	89723.58387	83573.66279	68612.96981	61401.11082	104774.2449	64846.67357	47974.75334	43688.83182	50618.18629	30736.07029	70593.0332	49126.87408	53138.89737	71021.36093	87150.03148	64957.84605	65558.4006	96331.75334	82463.81716	77325.94092	52928.73652
22	130.096	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6068.910492	3966.736188	3208.228694	4320.629122	4497.113919	3119.189293	3630.856959	2810.386724	3572.697645	4361.270664	3922.299358	4238.946039	4610.382013	4132.827409	3333.880514	3026.107066	3570.107066	2950.912206	3329.310493	4137.957173	4814.764882	5884.935332	3838.243255	4177.356317	5278.659957	3943.376874	3976.965739	2687.333619	3412.656103
23	131.046	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10995.18894	11833.68936	8739.620426	6502.93234	8617.80766	8065.196596	8270.117447	3511.940851	7866.668511	6500.144681	6128.246809	6109.186383	9443.699149	8046.615319	4564.259149	5360.291915	6119.16	2592.361702	5426.037447	4909.929787	5694.580851	7590.258723	8691.409362	7620.187234	6382.457447	7676.934894	6444.573617	7030.374468	7873.757447
24	135.04	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38710.62495	26512.25367	24021.89206	17782.58211	21415.22008	12116.35699	20732.39521	20613.05796	19254.36371	21688.85594	14078.96808	13907.64049	26846.51197	16255.80428	14212.54431	13195.1596	15893.8278	13621.00126	19080.35237	13373.93112	14744.92104	21886.37295	21310.45905	18327.69089	15094.91012	16530.68921	16945.93826	15298.76396	19402.30155
25	137.045	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5290.444073	7838.652755	5522.506678	4266.916528	4943.81803	5090.070952	3199.928214	2501.90985	4769.883139	3331.609349	4139.823873	3488.96995	4361.997496	4421.648581	3196.777129	2414.494157	3582.84975	1965.704508	2827.056761	3321.363105	2716.288815	3025.877295	3558.414023	2716.59182	4765.193656	2952.375626	3257.207012	4636.279633	2573.89399
26	137.081	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8081.065109	7417.51419	4944.217028	4221.462437	9037.267112	5313.108514	5683.624374	5899.145242	4123.751252	6181.814691	4780.569282	5296.874791	7249.352254	4699.881469	5591.75626	4020.450751	4835.472454	5483.851419	5245.295492	5457.175292	4841.412354	7062.774624	5843.54424	5607.821369	5191.15192	7592.158598	5095.198664	6001.108514	5603.400668
27	138.066	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4742.809129	4592.73029	2933.966805	3518.962656	5843.165975	3674.767635	3698.751037	3104.539419	5203.775934	3783.493776	4171.107884	3961.788382	5038.178423	4684.589212	3088.037344	3250.771784	3767.817427	2614.33195	3238.273859	3771.842324	3447.095436	4995.141079	5074.153527	4539.979253	4057.091286	4429.502075	3638.991701	2812.53527	2815.431535
28	139.061	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7200.411789	4914.783594	4118.897362	5657.997527	7323.290602	3821.869332	6026.111707	4699.892828	5076.681781	6516.727535	4575.666941	4715.551937	7531.365622	5320.155812	6172.726298	4584.979802	4672.350371	4805.386645	6082.702391	6038.439819	5272.804617	8182.168178	6921.035037	6342.564716	4956.340066	5132.145919	4936.547815	2955.031739	5180.300082
29	139.097	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9610.68356	7918.187886	6822.918418	7129.918418	7936.721879	8614.233622	8513.908529	4999.930779	10668.3115	8645.725587	9732.234858	9120.710754	10200.96415	10454.24598	8208.001236	8469.349815	8524.682324	6201.489493	12032.89617	8347.386897	11884.19283	12189.57231	8566.140915	9715.510507	12386.78986	8476.003708	10028.822	5859.504326	7561.066749
30	140.082	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7232.56925	6520.753504	4589.761748	7843.741962	7214.112119	7848.635202	7152.021847	4548.790602	7599.050289	8406.42127	9375.035861	8268.131904	7897.456307	9186.39695	7526.519786	7040.549876	7989.564303	4250.534213	11403.70198	6581.892003	14986.2704	10654.70816	7371.677246	9396.684254	19079.0709	7154.605936	11830.06142	3617.849134	4620.373042
31	141.076	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12337.08409	7192.662819	6376.857378	7978.098928	10636.53421	7188.961253	8118.292663	8563.854081	7201.699093	11482.00742	7195.019786	8592.935697	11569.4122	7756.024732	7360.699918	6976.574608	8200.11789	6221.329761	9406.25474	9484.115416	9419.532564	10040.1756	8968.825227	8327.169827	7468.798846	7399.510305	8211.562242	5693.401484	7916.916735
32	150.991	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6866.489277	6243.935266	4314.25695	5403.050437	4125.280381	4484.897538	4356.025417	1427.791501	4788.959492	3724.001589	3855.775218	2445.690627	3521.378078	4446.040111	3093.890389	2669.407466	3800.384035	1025.393963	4554.555997	2274.00834	3874.327641	2570.437252	3989.19857	2321.818904	6117.827641	5148.501191	3852.976569	3405.33201	4091.445989
33	151.062	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11515.88129	11337.16427	5062.411271	3981.304556	6068.429257	4331.628297	4017.793765	3586.670264	5073.985612	4905.276978	3074.342926	3712.146283	5469.948441	4268.199041	3365.579137	3454.227818	4544.07554	3301.745803	4074.751799	3013.479616	3312.309353	6865.123501	4921.90048	3881.835731	4112.128297	4304.652278	4139.363309	4737.508393	6226.416067
34	151.098	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19146.67395	11716.07506	9247.009929	10210.05679	18136.06672	9524.45552	13794.8479	12483.05163	10723.20214	15740.32923	10122.18666	11526.81851	15643.02462	13554.76807	10730.10763	10141.98491	11585.43725	13409.09651	12948.12907	13743.81692	12456.45592	17174.73471	15215.28237	14838.50079	12588.43725	13433.52701	11551.24702	8512.446386	14496.3471
35	152.056	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5252.459889	5161.790707	4572.133439	3658.864972	7395.67355	4867.377284	4026.647736	4172.358618	4741.945989	5295.942812	4079.77919	3666.990469	5543.987292	4703.506751	4317.142573	3063.362192	4174.017077	3253.513106	3552.44162	3997.036537	4306.677125	3784.053614	4306.862986	3895.789913	4682.205719	3962.782764	4288.645353	2760.182288	3369.739476
36	153.007	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	147764.64	72132.48362	61246.82234	51335.16581	96935.39124	40518.57837	74838.99329	104987.5799	61120.99013	74184.12081	41017.78918	56818.74694	66921.42006	46336.65772	68002.06909	58118.47138	51750.2882	83413.12949	55798.99131	66037.97	44727.79866	71900.50217	52048.28069	62441.68101	36295.25188	42436.33202	46506.97197	55426.32689	96487.93131
37	153.078	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9781.174891	7663.112515	8193.091986	7330.610343	12478.80892	6530.045401	8069.122385	9309.460324	8838.172523	11083.79787	7611.950651	8569.666009	11303.23332	8595.968022	9147.812475	7667.770628	7979.544809	9784.840111	9455.50533	10425.73233	10386.49941	13689.60719	10304.30794	11162.02013	8337.708251	8966.987762	7213.192262	4615.076984	8426.919858
38	153.113	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6168.052112	5860.1212	4839.840111	4343.875642	6409.390841	4494.950651	5035.595341	2885.766285	5347.502961	5505.812081	4959.016186	5382.361232	5643.296092	5692.016976	4204.038689	4817.157521	4947.514805	4299.381366	5593.597315	4888.479274	5991.579155	6647.596131	5291.495855	5537.789183	5092.273194	5460.397158	4821.108567	3413.454007	2914.418081
39	154.063	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9247.779435	9385.922684	4232.509812	4175.981947	4687.790031	4257.656201	2897.273155	1728.032967	3857.127551	3972.981947	3310.25157	3375.465463	3502.71664	3288.351648	2747.248038	2465.077316	2757.555338	3535.830063	3151.552983	3522.03022	3742.58595	4714.710754	4676.839089	3984.860675	4471.089482	3431.03022	4893.480377	4246.890895	3202.963501
40	154.108	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5227.923411	4060.126332	2994.752862	3846.741808	5040.489143	3785.624556	3651.786024	3848.78563	4399.167785	4464.437426	3723.324911	4831.067509	4290.192262	2766.77576	3300.049349	3870.450059	3706.446506	2745.032373	3348.8788	3113.55981	4269.058034	5424.054481	4737.853139	4355.416107	3775.98105	4022.85077	3648.816818	2611.132649	2929.719305
41	155.092	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28969.10047	16629.46625	12817.72998	15279.00706	24692.4427	16393.76374	20115.59498	14465.42308	17728.46546	20351.82025	16328.45918	19693.08399	23929.25118	18044.36185	16521.67896	15595.20879	18082.69702	14261.3179	22998.50392	17512.27551	20073.89482	23977.09419	20476.04317	20390.25118	19174.85479	18778.62951	18496.06436	10796.26766	16255.86342
42	163.063	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4358.686087	4961.206593	4728.108471	3985.949023	3645.290533	3482.606746	3968.385972	3229.215025	4260.065926	3760.066692	3051.338444	3113.702951	4685.555768	3661.230356	4036.405903	2192.083174	3403.703718	1930.868149	3575.197777	3028.382905	3274.496742	4109.523956	3742.28555	3747.045228	3213.245688	3680.197394	2944.592181	2392.592947	3206.021847
43	164.05	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14433.95503	12365.65015	16165.75076	19343.64558	26852.86433	34397.90168	16894.23399	12271.57165	25504.5686	16418.40168	21859.19055	17519.08155	29869.75076	21094.02058	25071.46494	13318.41616	14084.11509	12885.42759	29211.16921	17423.03354	27453.78811	17994.61204	23197.29268	13569.88643	17592.80793	23971.33841	21068.02134	14574.22256	10692.37652
44	165.057	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4972.195429	3720.686857	3183.988571	3371.701714	6524.549714	4293.821714	3731.894857	3510.499429	3473.405714	3726.050286	3576.094857	3578.196571	6942.899429	4506.302857	3289.329143	2987.030857	3943.082286	3797.010286	4654.114286	3535.176	4154.486857	4513.644571	5175.501714	4422.625143	3504.704	4607.598857	4872.04	3431.856	4615.522286
45	165.067	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5684.632241	4456.596418	3405.04878	3559.259527	4800.833079	2790.890244	3404.214177	1979.824314	4360.771341	5083.115091	3246.524009	4091.550686	5675.762195	3308.183308	3207.10404	2144.962652	3783.282012	3493.743521	2900.631098	3029.779726	3518.30907	4989.512957	5454.76029	3117.046113	3438.672637	3706.536204	3317.667683	3354.446646	4645.291921
46	165.078	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5703.300571	4458.460571	3105.786286	3901.006857	4662.835429	3149.496	3202.856	3283.379429	3599.441143	4796.885714	3498.045714	3835.971429	6308.878857	3007.325714	3646.619429	2177.763429	3317.133714	3250.076571	3632.612571	3494.820571	2697.382857	5487.870857	5632.539429	4588.523429	3120.28	3717.931429	3621.205714	2650.390857	3081.708571
47	165.114	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15323.03258	11916.64773	6972.741667	9084.757576	14131.4303	10001.5	11212.47045	7881.434091	11093.75606	13697.54848	8544.880303	10298.53636	13041.05076	10005.42348	8288.944697	8140.362879	10039.89773	8244.643939	11960.14167	9931.121212	10460.4697	14342.52273	10505.60303	11000.77727	9476.920455	10057.66364	9900.085606	8134.873485	11942.28712
48	166.073	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12761.70455	7321.159091	6313.257576	5942.318182	11298.04545	6582.560606	6696.181818	9190.143939	7303.090909	7561.030303	5932.068182	5689.075758	8816.848485	6658.05303	6364.871212	4699.901515	5769.613636	6764.128788	6315.386364	6044.856061	5441.636364	8419.969697	9473.19697	7025.568182	5502.462121	6373.280303	6801.727273	4693.30303	6951.840909
49	166.101	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17329.87988	9925.409246	6594.230011	6933.192118	8242.215233	6892.568776	8022.746495	6418.670709	9425.165214	9938.236453	6323.40432	8075.57446	12129.08223	7458.168624	7169.502084	9127.117469	6931.658962	5906.057598	10358.10459	7436.738158	9852.548693	11489.96324	8408.765441	9405.391815	9942.614627	8925.668435	6638.937097	6325.167488	7914.622584
50	166.106	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24038.40644	15737.37614	5321.715152	7308.839015	10712.19053	4210.019697	7957.584848	6033.429545	7716.972348	9330.94053	5505.551515	6235.231439	10241.91591	5887.776515	6215.389394	5872.380682	6441.606818	5844.235227	7173.393182	6721.630682	6781.656439	8627.974242	8084.401894	8058.379545	6748.041288	8215.756818	4966.338636	8488.616288	10354.40379
51	167.057	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10225.48814	5940.348399	6060.340113	7078.951789	14219.98267	6367.478343	8915.307721	8344.835782	6677.080603	9941.769492	4952.354049	7965.376648	11150.3823	6165.191714	5772.45838	6410.694915	6201.582298	7464.706591	6652.967232	9057.632015	6096.746893	11918.68324	9334.424105	8347.593597	6618.035028	7608.771375	5266.950659	4209.67646	6421.301318
52	167.094	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14410.98864	9890.779545	7857.282576	10103.82879	14680.81591	10080.05682	10786.82576	11023.31061	11543.15833	13358.00303	10178.01667	10194.38561	14656.175	11653.60758	10294.43712	10465.37576	11483.47197	11188.27879	15033.7947	11165.33561	12531.85076	15700.8553	10573.99318	11727.9553	11913.42424	10987.57803	10558.74697	6562.181061	12289.28939
53	168.054	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8998.00904	5562.646704	5266.141243	4605.730697	8080.011676	4528.421469	4523.029002	7337.068927	4886.12806	6403.00452	3469.180038	4560.043315	6316.987947	3511.317891	6203.175141	5145.413183	4873.105461	6142.496422	4978.334087	6316.773258	3753.029379	6974.817326	5062.184557	4877.618456	4209.696045	4322.732957	3045.012806	3745.949529	5959.004143
54	168.091	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	123445.0841	72953.0197	16843.62348	21199.18409	20836.13788	6483.774242	19274.63712	16308.8303	14562.51591	18605.64848	10642.74394	10489.70758	23919.17045	12382.97045	8521.502273	9066.24697	14222.18939	7092.538636	11593.20455	9124.879545	7265.84697	18348.34318	17845.88485	12813.61136	9005.212121	18418.58788	8839.637879	45611.84773	53396.25909
55	169.109	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10583.74232	7390.937079	6552.889139	5955.351311	11808.84345	6092.005243	8434.442697	6056.728839	7607.18427	9687.389513	7288.567041	7738.010487	9840.403745	7260.338577	6715.71161	8285.99176	7147.04794	7003.04794	8856.455431	10231.7191	9444.405243	10562.7618	8163.806742	9913.624719	7837.417228	7640.145318	7296.306367	4396.547566	7737.86367
56	170.067	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9878.437079	5833.861798	5690.766292	5289.023596	12381.70225	5080.188764	6246.355056	6805.692135	5790.944944	7678	4021.007865	5116.253933	9191.051685	4702.413483	4980.803371	5211.752809	5002.649438	5866.331461	6126.657303	7213.211236	3584.469663	6734.770787	7422.317978	5552.244944	3539.6	6142.691011	5989.176404	3921.707865	5864.222472
57	177.176	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6129.780747	2342.206808	4856.006589	3235.40959	6323.647511	3560.210835	4793.95754	4644.035505	5011.989751	5248.450586	2840.532211	3467.427526	4710.803441	3516.983895	4813.038433	3743.25366	4746.908126	4773.161054	3222.904466	4221.29612	3456.058565	3986.072474	4598.749268	4225.762445	2864.606881	5411.415813	3502.479868	2457.83675	4219.796486
58	178.071	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4743.144636	4597.854998	3470.750641	3312.866349	5189.077627	4531.045771	3331.220432	3158.245331	3967.980959	3814.530209	4784.279019	4182.641889	5538.362505	4527.059319	4147.708166	3081.820212	3898.433175	3587.562431	4762.459905	3575.983523	5661.78799	4617.430978	3495.075064	3681.874405	4522.989747	4259.220432	5265.661296	2897.798242	2995.777005
59	178.109	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29901.99121	29138.77957	7556.649945	7498.944709	4936.503112	2412.473819	5236.806298	3788.310509	6274.182351	6482.761626	4957.201025	3340.348956	7109.218601	3519.852801	2853.917613	2788.902966	3771.546686	2806.116075	3845.22446	2755.407177	2678.305016	4118.946906	6331.463566	3668.173563	3316.10985	5689.848041	3766.783596	14723.17869	10470.37459
