CompID	MZ	Time	isotopes	adduct	pcgroup	name	fold	tstat	pvalue	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	bio	blank	200825_001_scan049_I	200825_002_scan034_I	200825_003_scan011_I	200825_004_scan015_I	200825_005_scan017_I	200825_006_scan021_I	200825_007_scan021_I	200825_008_scan025_I	200825_009_scan020_I	200825_010_scan016_I	200825_011_scan020_I	200825_012_scan017_I	200825_013_scan013_I	200825_014_scan019_I	200825_015_scan017_I	200825_016_scan015_I	200825_017_scan015_I	200825_018_scan018_I	200825_019_scan022_I	200825_020_scan020_I	200825_021_scan013_I	200825_022_scan014_I	200825_023_scan021_I	200825_024_scan013_I	200825_025_scan014_I	200825_026_scan011_I	200825_027_scan013_I	200825_028_scan019_I	200825_029_scan019_I
1411	594.348	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18058.04096	7003.886114	5852.69031	5924.606394	19111.03197	5947.00999	13927.44256	18033.1029	8018.238761	13833.42657	7309.433566	9682.878122	12786.37762	8603.728272	8566.606394	10501.07892	7607.918082	18054.73626	8873.270729	13126.44555	10553.12887	15653.56643	11826.84615	10133.97602	6905.135864	9128.353646	6871.605395	5461.653347	14780.41259
1412	594.358	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17895.07792	7656.907093	6235.247752	5387.36963	19182.42557	6337.387612	14723.20979	18202.4965	6794.829171	14037.68731	9436.635365	12510.0999	13208.74426	8944.461538	8965.909091	12294.13287	9415.450549	17931.07393	10259.73826	18108.02597	9373.472527	17898.5964	11295.21578	10746.35664	7290.333666	11849.54645	7570.237762	5596.955045	15355.61938
1413	594.368	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13718.29191	6008.210589	5193.328472	5453.883317	17384.74406	7293.79041	11908.34505	16254.35804	7381.842557	14073.09331	10466.30989	11018.21938	14651.88771	9324.93966	9391.258142	13518.8981	9958.299501	16367.33267	12015.71129	19613.58681	11522.92527	15842.4026	9995.723277	13703.33407	7435.702098	9855.572428	9014.806593	5917.403796	16356.08232
1414	594.377	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13148.2562	7357.698641	6636.542766	6365.663269	16575.16547	6224.140887	10278.27318	18066.97542	9256.196443	14421.83034	8011.941647	11765.28717	12994.93865	8626.090528	9060.707434	11564.20703	10741.004	20709.01938	10024.10172	16828.13129	13103.31795	12813.79177	12183.14049	12310.66487	8702.481215	9462.957434	6777.022782	4526.192046	14143.11471
1415	594.387	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11927.70729	5393.4	4901	6206.906094	17946.97702	7828.523876	11924.54885	14344.49071	8815.666334	13606.58202	8126.868931	11226.30909	14531.74386	9003.925674	8734.516284	12319.24436	10467.69171	17426.56803	12041.27393	14325.09331	14076.67053	12194.02178	10488.99041	11826.21299	8346.078521	10267.61658	9931.40979	4076.546454	10403.18362
1416	595.367	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20245.70769	7897.082517	6220.474326	7323.714286	23020.10649	7530.631968	15352.57403	19552.07073	8824.764436	18821.9984	11921.12488	13496.99321	18001.08591	12493.48591	11209.62557	13582.91688	14307.93746	22868.23257	14443.87393	18086.31868	13338.39001	15847.55684	12145.71329	14287.83337	8975.509491	11766.84635	9136.161039	6979.908891	21446.52687
1417	595.376	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16601.34705	7731.71009	7802.206394	7292.317483	25177.82378	9960.084116	13585.36344	17469.42418	9351.204595	14445.85375	11422.15465	12500.54645	16347.79281	11631.24915	11212.13167	15408.31389	11124.94865	17926.37123	11602.41019	21339.41658	14714.36144	20705.99001	14620.24875	18554.71528	9712.767632	11581.55065	10650.11668	6430.598601	17179.82797
1418	595.426	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5515.457742	2726.458741	2620.166034	2654.055345	8304.688711	2663.111289	5792.745055	6637.694505	4179.292108	5678.894306	3580.365834	3380.94046	7066.804995	3415.757243	4349.768032	4127.641558	5113.529271	6675.696703	3660.906893	6442.959041	5226.678122	7884.275924	5460.966034	5633.418382	4380.015584	4439.336264	4240.657742	1984.718482	4923.032567
1419	596.357	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17751.94585	7925.623576	6850.428372	6307.414386	21630.79441	6904.57023	14588.55764	21216.30529	9882.211588	16010.42078	9440.962038	10042.81059	19120.73267	9730.653946	9737.084316	12832.97702	8791.351449	23402.9954	13919.72408	16967.16164	12048.78981	18673.55664	15155.14985	12374.25914	7994.127473	12084.18362	8251.798402	5943.943656	14065.20879
1420	596.376	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13205.38881	6318.87033	4850.185015	4770.64016	19893.18961	6307.172627	12333.55285	15853.18462	9061.74965	12835.67812	8165.57982	10767.07313	12701.7976	8146.214386	10432.21918	10436.9994	11188.83497	18783.4993	12858.11069	16248.62458	10915.48032	16625.02957	10610.41199	13144.60699	8753.678322	10279.67253	8634.592208	5218.060539	13925.37343
1421	597.348	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13757.31668	8194.508492	6002.85015	5095.211788	19894.36963	6522.97003	11948.68631	21025.44456	7672.048951	12652.73027	8084.965035	8839.635365	14529.44056	8539.011988	7004.067932	10977.63636	9513.177822	18363.45854	8245.478521	16566.76024	9986.028971	13085.89411	10633.86414	10640.23477	5967.117882	8419.853147	6285.177822	5477.802198	12477.23077
1422	597.357	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16260.63437	7281.752248	5064.891109	5256.699301	18439.53447	5898.626374	13388.87812	20045.25574	7267.566434	15167.33167	9053.394605	10021.11189	13545.81618	8386.258741	8254.496503	13177.64036	7418.621379	19352.76823	9405.921079	16257.6993	12011.98901	16888.36364	10283.21978	10944.90709	5018.932068	8199.332667	6902.99001	5253.322677	13579.31768
1423	597.367	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14958.1039	6725.032967	5764.38961	5652.027972	17885.68132	6328.133866	12211.76324	17556.77922	8101.45954	15026.13586	7237.503497	11974.43057	14706.0959	9073.473526	10046.998	13825.81918	9407.085914	16623.29071	11328.65634	15026.75624	11316.66533	12716.87512	11811.59141	11039.76823	7354.228771	9950.365634	7290.350649	6127.397602	13686.30569
1424	597.377	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12920.34725	4495.747253	5048.520879	5629.817582	16182.28352	6835.6	11018	14022.18242	9056.589011	15884.32747	10741.20879	10323.36264	13922.93846	8293.874725	10240.0022	13009.90769	12097.4	21550.1956	12980.55824	14844.62198	12338.2044	12628.09011	12453.91429	15285.01319	8655.986813	9515.725275	8573.318681	4197.857143	13673.87912
1425	597.387	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11786.86853	5240.538462	5549.974825	6474.454545	14479.72308	6513.707692	9895.314685	15106.8979	7873.075524	12265.26294	6495.292308	8157.665734	13722.32867	8522.118881	9162.518881	13569.02238	11659.27832	17562.87692	10793.82517	17894.38601	15225.15524	15921.78322	10280.43497	13996.48112	8273.820979	9572.626573	9693.847552	5314.66014	11695.84476
1426	597.427	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4156.662737	2789.769031	2150.072328	2479.235365	5786.587413	2347.646354	3678.430569	4876.307493	3412.558242	4600.589011	2930.091109	3598.675125	4437.282318	2848.015784	3658.148651	4732.235365	3657.648152	7425.842358	2836.631968	4703.348851	4530.765634	6086.015984	3837.0002	4476.014585	3589.863736	3949.737662	4607.98961	1633.322478	4569.71968
1427	598.349	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14529.01339	7352.021179	5070.549451	5754.853546	17077.36204	5557.846753	11758.64156	15416.64116	7645.103297	13105.63037	7536.305295	9746.639161	12403.8985	7151.436164	7067.505494	10288.29271	6514.458941	17196.17443	8846.337662	14131.99421	10346.97622	12824.66793	12615.9998	10699.93886	6455.877123	9853.505694	7433.821778	7011.304895	13974.48312
1428	598.359	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14244.76883	6478.044156	4151.490909	6034.192208	15419.84416	5469.21039	11442.22078	13557.68571	7080.979221	12772.12208	7379.47013	9903.981818	11528.36364	7584.709091	7823.314286	10251.36623	9620.363636	18357.02597	10110.87532	12072.93247	10102.59221	14882.64675	9928.501299	11266.70649	6918.109091	8690.911688	6512.316883	5790.225974	12484.76364
1429	598.369	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11486.83213	6507.105516	4385.031175	5436.434053	12681.68106	5341.766187	11184.97002	14898.9952	5649.683453	11657.91847	7936.402878	7796.858513	13933.13309	6776.468825	7028.641487	9859.034772	7619.282974	16329.85132	8864.213429	16363.05875	12123.2482	12585.61511	9183.658273	13138.72422	8444.016787	7607.027578	7192.697842	6059.942446	14100.1199
1430	598.379	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11730.1956	6198.687912	3894.281319	4646.008791	15685.71868	5326.421978	7555.347253	12591.85055	5003.784615	10955.25055	6048.953846	9332.791209	9940.257143	7399.951648	8327.432967	9909.975824	8680.241758	16916.74286	9000.824176	12347.96703	9740.975824	12095.94725	8849.617582	10079.08352	5732.516484	7230.786813	6834.540659	4049.145055	10692.14945
1431	599.322	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12954.30043	5534.060008	3510.029609	3190.401105	11220.02566	4048.55981	7843.287406	11347.04264	4747.46664	7265.216739	5222.24319	5281.837742	11375.82156	4783.115673	5695.759574	6572.688117	5106.596131	10695.41887	5731.309514	9025.914331	4675.872088	9460.820766	7075.914331	7264.042637	3640.350178	6381.405843	4266.904461	3659.289775	7555.162653
1432	599.362	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18160.47013	7404.61039	6917.402597	6922.576623	24173.97662	8621.706494	15944.61039	26265.66753	9598.522078	15722.69351	11275.94545	13560.11948	14681.1974	9896.033766	11365.41299	12487.61039	10880.89351	24172.76623	10641.64416	19728.2961	12305.09351	19057.62857	12067.58961	12882.6961	6859.974026	11901.30649	10016.7039	7236.155844	15739.22338
1433	599.381	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14224.14605	5892.384615	6745.29011	5779.243556	14620.85554	7546.70969	8435.467532	15188.63696	7509.88012	15136.36703	7621.778621	9274.376623	12879.85834	7960.725475	9224.708092	10825.01219	9458.992008	23736.66693	9367.571628	15749.93247	11442.35365	17958.62158	10228.46993	12183.65475	9008.672527	10256.54306	7561.634565	4726.100699	17396.07932
1434	600.325	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10884.57323	4774.520679	4143.171628	3827.415784	10473.08951	4052.058541	8321.187413	10823.99481	4464.440959	8799.011588	4150.613786	6066.430769	10686.3968	5079.270729	4612.572827	7926.374625	5910.775225	10349.18961	5896.257143	9573.696104	5851.346853	8134.763437	6495.786813	7494.414386	3298.7996	5054.602597	3717.725075	3352.162637	8409.542857
1435	600.355	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12254.08811	6255.494905	4580.046953	4778.106494	18521.67832	6031.076124	10635.05894	16004.34845	5185.388811	11436.42677	6754.517083	7166.246953	12140.01738	8018.812188	8527.226973	9776.706493	7850.717483	14787.38821	10606.3043	15156.0038	9654.181818	12207.37682	9362.773826	10309.81119	6226.609391	8614.792008	6107.016384	5053.26953	10592.00679
1436	600.365	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11684.26454	6174.177223	5142.948452	7011.352647	13223.6999	5636.01998	9726.298701	17508.18262	7301.552647	11703.45395	5877.552048	9175.638162	11943.73966	7875.541459	7570.413986	8481.511888	8720.367433	16370.50509	11888.12707	14142.23117	10430.94226	15477.07253	12784.84076	9658.794805	7337.888312	7872.278521	9077.906893	5441.828172	14283.85614
1437	600.374	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10322.80759	6753.876723	5616.132068	4703.455944	15495.63616	6052.111289	8707.143856	18793.22318	6009.408591	11183.38701	8620.237163	9411.875724	12256.64895	7682.036364	8806.704695	9089.322078	7526.345854	18535.82597	11609.12468	14499.01598	11750.68871	13539.02577	7983.621578	12428.90909	6992.785814	8828.511888	8340.257542	4937.801199	10604.31209
1438	601.359	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13627.76579	7143.013589	5704.434053	5031.538769	15343.06555	7154.027178	11457.21343	17726.84812	9449.391687	12423.52358	7925.613909	10743.44924	13338.28937	8419.151079	8585.223022	12815.38689	7981.525979	15124.65867	10771.21823	12222.24141	11807.99361	14624.13749	9779.19984	11200.1295	5613.976819	7463.960831	5801.641886	5684.357314	12943.64588
1439	601.369	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15635.15804	6928.548252	4887.658741	6598.309091	17787.55944	5761.306294	9838.542657	15541.56643	8155.826573	17121.13566	8522.159441	9780.552448	14940.39161	8903.788811	7629.220979	9864.883916	11614.07273	18756.38042	11222.80559	12376.27832	11468.63357	13815.20559	9984.144056	13098.16783	7730.542657	9195.944056	6450.829371	7178.818182	15970.0028
1440	601.379	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12504.75504	6494.987612	5423.595604	6080.405594	15772.26533	7724.676523	13671.01419	13737.16244	8624.587812	12782.97902	8591.220579	8041.31968	13474.43716	7837.807792	8656.73966	10203.61039	9612.692907	19720.14046	11326.95684	13977.56304	12229.17403	14825.90869	10471.48931	11415.53926	6443.094905	11158.41758	8471.92987	5858.316883	14364.18022
1441	601.429	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4695.658902	2755.948677	2522.909593	3401.343071	5534.266482	2940.850375	2830.125543	5207.613502	3482.474536	6458.778129	2968.463877	4742.073036	6827.311488	3045.500197	4710.811686	5534.908409	4182.535728	6385.137386	4212.582708	5260.506909	5666.576392	6385.609554	4037.562179	4967.6364	3950.296881	4550.46743	2903.727991	2418.807343	5089.694039
1442	602.324	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9552.607975	4397.129491	3114.307935	3488.247138	9624.376234	3958.048954	6665.065535	9128.413739	5361.907619	8114.312673	5411.515989	6046.306356	8840.051323	5134.517963	5313.523885	6490.053691	4586.433873	10822.8259	4892.272009	9579.259771	4235.023687	8758.612712	6509.404659	6623.872878	2740.64548	5490.717331	4322.692065	3412.766285	8539.030794
1443	602.354	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12646.9001	5505.424975	4060.99001	4945.260739	17615.08731	6534.229371	10248.87473	13802.07033	7173.574226	14276.93726	7277.092308	9002.527273	13632.77343	6873.668332	7836.533267	8514.613586	7388.117682	13225.7049	9217.690709	13440.51409	9900.244555	11971.95584	9761.435764	10343.33067	5306.999001	7183.613586	5948.671928	4693.014186	13006.27273
1444	602.364	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13426.42795	6652.530991	5345.534939	5050.361627	13292.07304	5728.599289	10186.83458	13197.18831	6815.639163	12478.08409	9817.020134	8016.231346	10453.01382	8367.32728	9209.255428	10115.61508	8837.922227	13112.12081	9990.807738	14157.50809	10480.04777	12552.46388	9434.93486	10266.23766	6676.250296	10160.39203	8230.455981	5594.390841	9897.224635
1445	602.374	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11601.95245	6115.429371	4933.432168	6791.040559	14771.14545	6982.661538	8869.741259	14275.66713	8298.802797	12685.24196	7156.290909	8934.32028	12484.86853	8319.307692	8146.032168	10092.14126	10147.54685	14977.72028	12116.39021	13787.14406	12358.8951	15201.34406	9881.051748	12547.91049	7131.497902	8260.818182	9615.490909	4463.472727	11256.36503
1446	602.383	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10603.818	6042.012633	5579.057639	5810.125148	15209.91275	6384.985393	8238.431109	14360.70075	6718.04619	9461.316621	7608.245953	8107.284248	12500.17371	6712.453612	6392.146072	9119.535334	8469.043427	18716.62692	9979.340308	11543.02764	9196.648243	17063.75247	10898.48006	9245.511251	6811.144887	8373.041848	8320.52428	5597.847612	10802.27635
1447	603.35	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11371.92874	5478.599487	4534.782471	6231.184366	15486.10265	6012.460521	11735.59495	14632.19285	6876.242795	11224.95124	7383.257205	9510.13561	15299.22819	7733.612515	9834.11212	11511.13462	7376.805172	17292.11232	9893.423608	13830.43565	9018.151599	12743.8255	8713.115081	12136.89262	5483.495065	8500.999408	6772.965456	5070.541848	12592.75128
1448	603.359	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14885.67113	7571.702098	6014.582218	5741.292507	17827.14366	5525.444555	12059.21918	15114.76104	8226.167632	12284.34306	9454.074326	10952.22717	15149.43936	9043.608392	7901.533866	13662.95385	9739.268931	17270.56883	11010.12048	13465.98482	11355.11469	13147.7001	11370.59041	13694.98222	6651.218981	7123.355045	7339.538262	7352.825774	12541.31668
1449	603.369	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13770.98184	6656.236281	4852.058429	4847.166206	14209.92262	5952.181208	11363.8255	12563.71457	9718.827675	13439.10107	10887.7047	9334.483814	11299.79451	8808.392617	8786.638373	12061.53356	10444.46072	20441.85215	10271.94572	14369.11094	13760.73233	17810.51974	11230.80142	13828.83754	7143.809712	7649.984998	7918.644887	6814.788788	13726.51184
1450	603.379	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12048.68062	6133.159495	5574.498223	6305.587051	13923.23687	6449.662061	10305.00869	13799.04343	9158.802606	13482.52586	8165.389262	12087.49428	12290.99684	8203.064745	8808.152783	11726.4852	8182.397158	15596.4244	11268.27793	12683.80813	11933.1741	12444.02645	10389.74852	10929.47296	7548.991709	9061.148046	8366.893012	6121.493486	13726.8109
1451	603.43	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3511.135492	3566.904077	2512.41307	2504.968026	6319.529776	2987.548561	3207.42466	4984.897682	3204.634892	4669.484612	3362.638289	4135.134692	3675.785572	3848.741807	4248.602118	4900.956235	5145.383293	7077.454836	4087.977618	5005.941247	3907.052358	6250.634293	5274.373901	5799.186051	3499.672462	3937.038569	4467.709832	2323.857114	5380.872102
1452	604.326	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9393.38539	5056.719842	2615.685489	3323.139191	9004.464363	3075.25153	5833.237117	9652.95617	3696.29615	7399.74926	5151.38381	5688.192103	8120.611056	4483.716486	5711.939388	4728.45844	5676.542349	9017.841856	6006.879566	8186.58618	5515.934847	7074.114314	7122.959921	6562.896545	3269.247187	6129.88766	3663.89694	3040.219941	5913.846989
1453	604.356	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12410.80063	5750.182195	4379.706869	6735.780497	17264.73589	5794.950651	12617.5	16066.52013	8245.334781	11059.0912	7139.726806	8379.408804	13541.0837	6274.861232	9234.461903	10863.64923	8836.874852	16165.3482	9407.008685	13400.09495	8545.451441	10559.72681	9523.254639	9529.517568	7095.675681	7693.21437	6130.165417	5201.685551	10433.39045
1454	604.366	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13964.79155	7332.611133	5398.801421	5508.433478	17127.61745	7462.106593	12398.72562	15732.71259	7172.151204	12928.07659	9172.074615	11091.58429	14354.40189	8619.42953	8477.418081	11282.91196	9104.83261	17895.45519	10944.5835	13637.24556	9584.335965	14755.42558	11085.38058	10846.09435	7079.109356	9432.847217	8453.513225	5955.210028	13168.04027
1455	604.376	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14014.46654	6395.859822	5316.150247	5767.892596	17104.66851	6637.941362	10274.45647	13062.59269	8313.938203	12374.10346	8023.852517	9226.153801	11588.92695	9049.254689	5785.22073	11124.71885	7646.382823	13192.75775	11073.40059	14167.18934	8451.785192	12547.19783	11264.38993	11693.6231	6202.951037	8648.951629	7424.183218	5511.663376	13945.52458
1456	604.386	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12244.12687	6393.047752	4493.718082	6874.520679	12326.80719	7044.632368	9135.201598	13844.27493	7050.984815	13613.54366	8229.2002	9327.050749	11076.1001	8393.356444	7534.733067	9994.737063	8354.613187	11990.65774	10148.52188	10769.27672	10805.70789	13170.65714	8358.048951	12573.87233	6274.145255	9198.92028	8927.365435	5997.383616	10661.67313
1457	605.323	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9080.439203	4166.848401	3463.482037	3693.40604	8983.171931	3673.641532	6799.729175	8717.748914	3886.985393	7124.110541	4075.631267	5192.839913	9508.529807	4751.662061	5502.607185	5343.741808	5095.317608	11920.9625	4517.644493	5650.358863	4475.864587	7024.650217	5369.321753	6038.106988	3173.760166	4408.569878	4132.140545	3354.520924	6348.378997
1458	605.354	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14099.73127	6811.912088	5575.433566	6342.032967	16632.14785	5558.010989	11333.75025	16370.40859	7995.596404	13183.82118	8355.786214	10638.41858	13415.62737	6680.622378	10202.997	12241.58841	9129.639361	18603.63137	10588.83117	15124.7033	10456.5045	12740.88811	9139.569431	10436.94905	6755.210789	8870.020979	6740.101898	5502.574426	12732.82318
1459	605.364	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14993.07572	6521.64955	6245.596803	6931.763037	19033.97782	6368.277722	13685.69211	15040.28811	9129.102697	12966.48192	10452.97443	10190.80699	15537.47173	8991.193407	9777.490909	13693.12028	10106.23696	20994.78022	11989.33187	16326.98162	11093.38601	14712.97183	10427.65574	13836.12547	9157.086314	8534.693107	9331.737463	6304.976024	14069.21998
1460	605.373	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14584.31188	6786.335965	6840.870509	6191.199368	19916.06869	7771.314252	13570.27398	15536.015	9161.907225	13405.60797	8380.283853	14065.26727	14886.76234	10141.98381	9701.911173	12161.0079	9324.474536	15682.3407	11988.07659	15865.28464	13889.12396	15516.99842	10035.04264	12594.3257	9974.433478	9589.557837	10189.37347	4505.714568	16092.91867
1461	606.326	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11554.54659	4939.74773	3662.096921	3385.698974	9386.117647	3460.188906	6320.340111	10895.29451	3496.416107	8147.353336	3823.822345	5103.8788	10033.18634	5604.669957	4251.836952	5172.779905	4895.829254	9474.413146	3648.098895	7133.110343	3328.98184	8145.879589	5062.218713	3979.693249	2940.30458	4956.880774	3102.278721	3484.429333	8720.405053
1462	606.372	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13387.89617	7470.85077	5268.29846	6898.452428	18622.22029	7235.226214	13087.07856	20368.82156	8677.110541	15464.2195	8450.894986	10513.06396	14733.84524	9827.343466	8505.088038	12367.23529	10524.0529	20097.72799	12406.42598	16253.23687	12524.13778	14921.41413	11642.18634	12773.18634	8114.60679	8934.660087	7580.58942	5415.517568	13341.41295
1463	606.381	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14960.74186	6990.006194	5759.826573	5977.733467	15286.33606	6137.066134	11064.98182	14707.12428	8917.407592	12726.82278	9803.563037	10681.3992	15051.85894	8719.482318	8913.186014	11767.86074	11051.89331	16552.80899	11880.32867	15773.35644	14574.69191	15562.86633	11347.5984	12893.61938	6824.38981	9020.257742	9084.318282	5254.346054	13250.78901
1464	606.391	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13444.38966	7330.510462	4682.621398	4548.18634	15371.2578	6618.387485	10604.86182	16286.54303	7246.768851	11787.11232	9617.506909	9178.402685	12233.70647	9162.954797	8120.338334	10718.80675	8559.86518	16499.01816	11576.6739	15145.15792	12700.71141	14586.29747	10946.52487	11302.97296	7114.70983	10110.08666	9818.78938	6017.497829	10657.82827
1465	606.432	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6479.622187	3267.138966	2805.960324	2797.226609	6608.093762	3960.730754	3983.640742	6064.963679	4002.689301	6207.560205	5247.431307	4195.102645	5804.782077	4332.84169	4014.49546	5272.531188	5061.138571	5727.524872	4472.050928	6786.183972	4742.886498	8292.788591	5525.521911	5486.595934	4641.327675	3748.648638	3870.953415	2080.160482	4923.51362
1466	607.361	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16425.71229	7071.685315	7444.866134	7967.744256	22784.24775	6533.703297	13108.65235	20980.89211	8927.438561	15090.08691	9730.190809	12960.68531	18822.28172	8880.245754	10642.32468	14747.14785	11502.02098	19405.81219	9842.717283	16502.93307	9374.02997	17718.81718	10656.99301	14068.08492	8191.122877	9062.08991	8601.871129	5847.905095	14683.33666
1467	607.371	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14416.11824	6597.542045	4732.700355	6749.051125	20755.65101	7778.000987	12802.89025	21131.37327	9481.580537	17770.43802	10560.83794	12067.74595	18860.7426	9794.293723	11033.70036	13933.18772	11011.26786	22542.01856	12134.2124	19223.65831	16570.41058	15429.02132	13212.49842	13016.9167	9363.623371	10559.19206	10380.61883	5153.798066	12799.95835
1468	607.381	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13765.79471	7458.422819	6910.504145	6089.004343	20401.29609	7157.656139	16267.41255	18434.77931	10010.24516	15539.59455	9858.440584	11598.91433	16604.76076	9979.424793	9292.916305	15913.36676	10856.57165	19116.07619	14010.40821	18497.42124	13881.33478	17996.00592	13514.6893	15538.16107	9690.11291	10071.41137	8580.233715	6541.207264	17061.49941
